nivel_verificacion,n_bytes,tiempo_total_s,tiempo_total_kem_s,tiempo_total_dss_s,tiempo_total_aes_s,cpu_total,cpu_total_kem,cpu_total_dss,cpu_total_aes,memoria_promedio_kem_kb,memoria_promedio_dss_kb,memoria_promedio_aes_kb
1,10240,0.050094,0.004531,0.000025,0.045537,0.008699,0.006954,0.000025,0.001720,4.000000,5.000000,5.000000
1,10240,0.047007,0.004566,0.000024,0.042418,0.008013,0.006676,0.000025,0.001312,4.000000,5.000000,5.000000
1,10240,0.048558,0.004150,0.000026,0.044382,0.008406,0.006362,0.000025,0.002019,4.000000,5.000000,5.000000
1,10240,0.046282,0.003033,0.000016,0.043234,0.006433,0.004276,0.000016,0.002141,4.000000,5.000000,5.000000
1,10240,0.047811,0.004650,0.000025,0.043136,0.008475,0.006993,0.000024,0.001458,4.000000,5.000000,5.000000
1,10240,0.050843,0.005487,0.000025,0.045332,0.009062,0.007681,0.000025,0.001356,4.000000,5.000000,5.000000
1,10240,0.045459,0.003453,0.000025,0.041981,0.006695,0.005375,0.000025,0.001295,4.000000,5.000000,5.000000
1,10240,0.045015,0.002343,0.000016,0.042656,0.004331,0.002824,0.000016,0.001491,4.000000,5.000000,5.000000
1,10240,0.049034,0.005751,0.000028,0.043256,0.009531,0.008097,0.000028,0.001406,4.000000,5.000000,5.000000
1,10240,0.049875,0.005269,0.000025,0.044581,0.008421,0.007123,0.000024,0.001274,4.000000,5.000000,5.000000
1,10240,0.058404,0.015389,0.000025,0.042990,0.016913,0.015336,0.000025,0.001552,4.000000,5.000000,5.000000
1,10240,0.062323,0.016923,0.000081,0.045320,0.024844,0.019755,0.000081,0.005008,4.000000,5.000000,5.000000
1,10240,0.063819,0.020370,0.000025,0.043423,0.026213,0.023235,0.000025,0.002953,4.000000,5.000000,5.000000
1,10240,0.048783,0.004299,0.000026,0.044458,0.007511,0.006177,0.000026,0.001308,4.000000,5.000000,5.000000
1,10240,0.048183,0.002774,0.000016,0.045393,0.005113,0.003049,0.000015,0.002049,4.000000,5.000000,5.000000
